ID,_created_on,_last_updated_on,_revision,_partneruuid,_row_index,DATE_TIME,SETTLEMENT_ID,type,ORDER_ID,SKU,DESCRIPTION,QUANTITY,MARKETPLACE,FULFILLMENT,ORDER_CITY,ORDER_STATE,ORDER_POSTAL,PRODUCT_SALES,SHIPPING_CREDITS,GIFT_WRAP_CREDITS,PROMOTIONAL_REBATES,SALES_TAX_COLLECTED,MARKETPLACE_FACILITATOR_TAX,SELLING_FEES,FBA_FEES,OTHER_TRANSACTION_FEES,OTHER,TOTAL,ACCOUNT_TYPE,MARKETPLACE_WITHHELD_TAX,TAX_COLLECTION_MODEL,PRODUCT_SALES_TAX,SHIPPING_CREDITS_TAX,GIFTWRAP_CREDITS_TAX,PROMOTIONAL_REBATES_TAX
1434,2023-03-07T05:05:21.239+09:00,2023-03-07T05:05:21.239+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-08-24T10:41:55+09:00,16133110341,Order,112-5611885-6453826,FBA-OTG-RAM-JINSP-1BOX,"[OTTOGI] Jin Ramen, Spicy Flavor - Korean Instant Ramen Noodle, Best Tasting Soup Traditional Instant Ramen (120g) -18 Pack",1,amazon.com,Amazon,SAN JOSE,CA,95122-2611,23.17,0,0,0,0,0,-3.48,-7.7,0,0,11.99,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1435,2023-03-07T05:05:21.239+09:00,2023-03-07T05:05:21.239+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-08-30T18:27:19+09:00,16133110341,Order,112-7027501-1336242,FBA-OTG-RAM-JINMD-1BOX,"[OTTOGI] Jin Ramen, Mild Flavor - Korean Instant Ramen Noodle, Best Tasting Soup Traditional Instant Ramen (120g) -18 Pack",1,amazon.com,Amazon,CARROLLTON,TX,75010-6405,25.81,0,0,0,0,0,-3.87,-7.7,0,0,14.24,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1436,2023-03-07T05:05:21.239+09:00,2023-03-07T05:05:21.239+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-08-31T14:16:56+09:00,16133110341,Order,114-0893176-5176230,FBA-OTG-RCE-CKD-210G,"[OTTOGI] Delicious COOKED RICE, Gluten free, Microwavable instant cooked rice, Precooked ready to eat container (7.40oz., 12 count)",1,amazon.com,Amazon,MISSION,KS,66202-3329,19.99,0,0,0,0,0,-3,-8.01,0,0,8.98,Invoiced Orders,-1.94,MarketplaceFacilitator,1.94,0,0,0
1437,2023-03-07T05:05:21.239+09:00,2023-03-07T05:05:21.239+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-09-01T16:10:18+09:00,16133110341,Order,114-4970420-6074612,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,REDWOOD CITY,CA,94063-1621,13.66,0,0,0,0,0,-5.45,-6.75,0,0,1.46,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1438,2023-03-07T05:05:21.239+09:00,2023-03-07T05:05:21.239+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-09-01T16:10:18+09:00,16133110341,Order,114-4970420-6074612,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,REDWOOD CITY,CA,94063-1621,13.66,0,0,0,0,0,0,-6.75,0,0,6.91,Invoiced Orders,0,,0,0,0,0
1439,2023-03-07T05:05:21.239+09:00,2023-03-07T05:05:21.239+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,1,2022-09-01T16:10:18+09:00,16133110341,Order,114-4970420-6074612,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,REDWOOD CITY,CA,94063-1621,13.66,0,0,0,0,0,0,-6.75,0,0,6.91,Invoiced Orders,0,,0,0,0,0
1440,2023-03-07T05:05:21.239+09:00,2023-03-07T05:05:21.239+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,2,2022-09-01T16:10:18+09:00,16133110341,Order,114-4970420-6074612,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,REDWOOD CITY,CA,94063-1621,13.66,0,0,0,0,0,0,-6.75,0,0,6.91,Invoiced Orders,0,,0,0,0,0
1441,2023-03-07T05:05:21.239+09:00,2023-03-07T05:05:21.239+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,3,2022-09-01T16:10:18+09:00,16133110341,Order,114-4970420-6074612,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,REDWOOD CITY,CA,94063-1621,13.66,0,0,0,0,0,0,-6.75,0,0,6.91,Invoiced Orders,0,,0,0,0,0
1442,2023-03-07T05:05:21.339+09:00,2023-03-07T05:05:21.339+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-09-03T11:32:04+09:00,16498417051,Transfer,,,"To your account ending in: 349, Bank Transfer ID: LREFXC2AS6TKW4I",0,,,,,,0,0,0,0,0,0,0,0,0,-64.31,-64.31,Invoiced Orders,0,,0,0,0,0
1101,2023-03-07T04:19:43.91+09:00,2023-03-07T05:09:35.203+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2021-06-05T20:38:05+09:00,14245600971,Order,111-5028814-2836260,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,Blacksburg,VA,24061,12.99,0,0,0,0,0,-4.16,-5.8,0,0,3.03,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1102,2023-03-07T04:19:43.91+09:00,2023-03-07T05:09:35.203+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2021-06-05T20:38:05+09:00,14245600971,Order,111-5028814-2836260,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,Blacksburg,VA,24061,12.99,0,0,0,0,0,0,-5.8,0,0,7.19,Invoiced Orders,0,,0,0,0,0
1103,2023-03-07T04:19:43.91+09:00,2023-03-07T05:09:35.203+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,1,2021-06-05T20:38:05+09:00,14245600971,Order,111-5028814-2836260,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,Blacksburg,VA,24061,12.99,0,0,0,0,0,0,-5.8,0,0,7.19,Invoiced Orders,0,,0,0,0,0
1104,2023-03-07T04:19:43.91+09:00,2023-03-07T05:09:35.203+09:00,2,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,2,2021-06-05T20:38:05+09:00,14245600971,Order,111-5028814-2836260,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,Blacksburg,VA,24061,12.99,0,0,0,0,0,0,-5.8,0,0,7.19,Invoiced Orders,0,,0,0,0,0
1447,2023-03-07T05:09:35.203+09:00,2023-03-07T05:09:35.203+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2021-06-12T11:18:39+09:00,14364225931,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 5B3TNEUF46Q6FNZ",0,,,,,,0,0,0,0,0,0,0,0,0,-24.6,-24.6,Invoiced Orders,0,,0,0,0,0
1448,2023-03-07T05:09:35.823+09:00,2023-03-07T05:09:35.823+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2021-07-22T19:15:20+09:00,14364225931,Order,113-6944991-8337006,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,SAN FRANCISCO,CA,94103-4241,8.08,0,0,0,0,0,-0.65,-5.98,0,0,1.45,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1449,2023-03-07T05:09:35.823+09:00,2023-03-07T05:09:35.823+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2021-07-24T11:36:32+09:00,14420735091,Transfer,,,"To your account ending in: 349, Bank Transfer ID: GNWZ83M28LD8UML",0,,,,,,0,0,0,0,0,0,0,0,0,-1.45,-1.45,Invoiced Orders,0,,0,0,0,0
1450,2023-03-07T05:09:35.823+09:00,2023-03-07T05:09:35.823+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2021-08-01T16:04:14+09:00,14420735091,Order,114-4230190-9437867,FBA-OTG-OIL-SESAME-320ML,"[OTTOGI] Premium Roasted Sesame Oil, 100% Pure Sesame Oil, Tradtional Korean Style oil (10.82 fl oz. 320ml)",1,amazon.com,Amazon,BRONX,NY,10455-2401,8.99,0,0,0,0,0,-0.72,-5.68,0,0,2.59,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1451,2023-03-07T05:09:35.823+09:00,2023-03-07T05:09:35.823+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2021-08-07T12:44:20+09:00,14601792331,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 3ONZUD2VX2H7MSD",0,,,,,,0,0,0,0,0,0,0,0,0,-2.59,-2.59,Invoiced Orders,0,,0,0,0,0
1452,2023-03-07T05:09:36.583+09:00,2023-03-07T05:09:36.583+09:00,1,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2021-09-04T20:47:34+09:00,14601792331,Order,112-7045194-8338659,FBA-OTG-RAM-JINSP-1BOX,"[OTTOGI] Jin Ramen, Spicy Flavor - Korean Instant Ramen Noodle, Best Tasting Soup Traditional Instant Ramen (120g) -18 Pack",1,amazon.com,Amazon,Park City,UT,84098,17.97,0,0,0,0,0,-2.7,-6.88,0,0,8.39,Invoiced Orders,-0.54,MarketplaceFacilitator,0.54,0,0,0
1164,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-24T12:44:40+09:00,17121120971,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 17BRYAISIMTZYLX",0,,,,,,0,0,0,0,0,0,0,0,0,-652.28,-652.28,Invoiced Orders,0,,0,0,0,0
1165,2023-03-07T05:01:29.967+09:00,2023-03-07T05:02:06.467+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-01-02T14:54:01+09:00,17121120971,Order,113-3753769-5673060,FBA-OTG-RCE-CKD-210G,"[OTTOGI] Delicious COOKED RICE, Gluten free, Microwavable instant cooked rice, Precooked ready to eat container (7.40oz., 12 count)",1,amazon.com,Amazon,San Jose,CA,95131,27.31,0,0,0,0,0,-8.2,-8.54,0,0,10.57,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1166,2023-03-07T05:01:29.967+09:00,2023-03-07T05:02:06.467+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-01-02T14:54:01+09:00,17121120971,Order,113-3753769-5673060,FBA-OTG-RCE-CKD-210G,"[OTTOGI] Delicious COOKED RICE, Gluten free, Microwavable instant cooked rice, Precooked ready to eat container (7.40oz., 12 count)",1,amazon.com,Amazon,San Jose,CA,95131,27.31,0,0,0,0,0,0,-8.54,0,0,18.77,Invoiced Orders,0,,0,0,0,0
1167,2023-03-07T05:01:29.967+09:00,2023-03-07T05:02:06.467+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-01-02T15:44:50+09:00,17121120971,Order,112-6491132-3774614,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,GREENWOOD,IN,46143-2114,16.27,0,0,0,0,0,-2.44,-7.28,0,0,6.55,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1168,2023-03-07T05:01:29.967+09:00,2023-03-07T05:02:06.467+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-01-07T12:46:33+09:00,17209011031,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 6MOKI1N1GKOX1VU",0,,,,,,0,0,0,0,0,0,0,0,0,-46.48,-46.48,Invoiced Orders,0,,0,0,0,0
1117,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-14T00:04:47+09:00,17042787951,Order,111-1048400-5488210,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,WALDORF,MD,20602-2741,14.69,0,0,0,0,0,0,-7.28,0,0,7.41,Invoiced Orders,0,,0,0,0,0
1192,2023-03-07T05:01:30.471+09:00,2023-03-07T05:02:07.466+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-01-21T13:15:10+09:00,17285886431,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 4SULBPA4ZWTKITY",0,,,,,,0,0,0,0,0,0,0,0,0,-168.99,-168.99,Invoiced Orders,0,,0,0,0,0
1193,2023-03-07T05:01:30.962+09:00,2023-03-07T05:02:08.438+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-02-01T20:26:55+09:00,17285886431,Order,111-6819552-5938645,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,PHOENIX,AZ,85027-1427,15.91,0.65,0,-0.65,0,0,-2.39,-7.33,0,0,6.19,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1194,2023-03-07T05:01:30.962+09:00,2023-03-07T05:02:08.438+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-02-02T16:21:37+09:00,17285886431,Order,111-1165642-1457801,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,BOSTON,MA,02210-2001,16.11,0.75,0,-0.75,0,0,-2.42,-7.28,0,0,6.41,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1195,2023-03-07T05:01:30.962+09:00,2023-03-07T05:02:08.438+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-02-04T12:46:20+09:00,17366913181,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 1IO8DR7OZF5SFK4",0,,,,,,0,0,0,0,0,0,0,0,0,-12.6,-12.6,Invoiced Orders,0,,0,0,0,0
1196,2023-03-07T05:01:30.962+09:00,2023-03-07T05:02:08.438+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-02-04T14:24:45+09:00,17366913181,Order,113-9562552-4605056,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,SOMERSET,NJ,08873-1242,16.05,0,0,0,0,0,-4.82,-7.28,0,0,3.95,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1197,2023-03-07T05:01:30.962+09:00,2023-03-07T05:02:08.438+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-02-04T14:24:45+09:00,17366913181,Order,113-9562552-4605056,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,SOMERSET,NJ,08873-1242,16.05,0,0,0,0,0,0,-7.28,0,0,8.77,Invoiced Orders,0,,0,0,0,0
1198,2023-03-07T05:01:30.962+09:00,2023-03-07T05:02:08.438+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-02-11T22:13:57+09:00,17366913181,Order,111-8145679-8263451,FBA-OTG-NDLE-VER-500G,"[OTTOGI] Korean Vermicelli Glass Noodle, Sweet Potato Noodles, 100% Sweet Potato Starch 17.63 Oz",1,amazon.com,Amazon,Chester,NY,10918,12.3,0,0,0,0,0,-0.98,-6.08,0,0,5.24,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1199,2023-03-07T05:01:31.463+09:00,2023-03-07T05:02:09.719+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-02-18T12:45:17+09:00,17443815711,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 6AU85DN2RBYZ65K",0,,,,,,0,0,0,0,0,0,0,0,0,-17.96,-17.96,Invoiced Orders,0,,0,0,0,0
1105,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-09T09:49:44+09:00,17042787951,Order,112-5997643-3013027,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,WEST CHICAGO,IL,60185-2061,14.31,0,0,0,0,0,-3.42,-7.28,0,0,3.39,Invoiced Orders,-0.33,MarketplaceFacilitator,0.11,0,0,0
1106,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-09T09:49:44+09:00,17042787951,Order,112-5997643-3013027,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,WEST CHICAGO,IL,60185-2061,14.31,0,0,0,0,0,0,-7.28,0,0,7.14,Invoiced Orders,0,,0.11,0,0,0
1107,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,1,2022-12-09T09:49:44+09:00,17042787951,Order,112-5997643-3013027,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,WEST CHICAGO,IL,60185-2061,14.31,0,0,0,0,0,0,-7.28,0,0,7.14,Invoiced Orders,0,,0.11,0,0,0
1108,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-10T13:12:25+09:00,17042787951,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 6SPS2V0OG5K8LYY",0,,,,,,0,0,0,0,0,0,0,0,0,-38.96,-38.96,Invoiced Orders,0,,0,0,0,0
1109,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-13T20:43:28+09:00,17042787951,Order,114-7810657-5884232,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,FONTANA,CA,92337-8011,14.15,2,0,0,0,0,-3.39,-13.27,0,0,-0.51,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1110,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-13T20:43:28+09:00,17042787951,Order,114-7810657-5884232,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,FONTANA,CA,92337-8011,14.15,1.99,0,0,0,0,0,-7.28,0,0,8.86,Invoiced Orders,0,,0,0,0,0
1111,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-13T20:43:28+09:00,17042787951,Order,114-7810657-5884232,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,FONTANA,CA,92337-8011,14.15,2,0,0,0,0,0,-7.28,0,0,8.87,Invoiced Orders,0,,0,0,0,0
1112,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-13T23:45:35+09:00,17042787951,Order,111-1048400-5488210,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,WALDORF,MD,20602-2741,14.69,0,0,0,0,0,-4.72,-7.28,0,0,2.69,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1200,2023-03-07T05:01:31.463+09:00,2023-03-07T05:02:09.719+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-02-20T10:20:46+09:00,17443815711,Order,112-3471336-0740206,FBA-OTG-RAM-JINSP-6CUP-2,"[OTTOGI] JIN RAMEN KOREAN STYLE INSTANT NOODLE, RICH SPICY FLAVOR, Instant Cup Ramen, Best tasting soup ramen, traditional gourmet taste & easy to coo",1,amazon.com,Amazon,Emeryville,CA,94608,16.03,3.24,0,-3.24,0,0,-2.4,-7.33,0,0,6.3,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1000,2023-03-07T03:56:56.106+09:00,2023-03-07T05:02:09.907+09:00,4,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-03-04T02:32:03+09:00,17525183891,Order,113-3526116-7917003,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,Berkeley,CA,94720-3370,15.83,0,0,0,0,0,-4.74,-7.33,0,0,3.76,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1001,2023-03-07T03:56:56.106+09:00,2023-03-07T05:02:09.907+09:00,4,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-03-04T02:32:03+09:00,17525183891,Order,113-3526116-7917003,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,Berkeley,CA,94720-3370,15.83,0,0,0,0,0,0,-7.33,0,0,8.5,Invoiced Orders,0,,0,0,0,0
1002,2023-03-07T03:56:56.106+09:00,2023-03-07T05:02:09.907+09:00,4,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-03-04T07:11:17+09:00,17525183891,Order,113-4602387-0109851,OTG-RAM-JINMD-6BOWL-1BOX-2,"[OTTOGI] JIN RAMEN MILD, KOREAN STYLE INSTANT NOODLE, RICH FLAVOR, Instant Cup Bowl Ramen, Best tasting ramyun, Traditional gourmet taste [6 BOWL] (11",1,amazon.com,Amazon,NOVATO,CA,94945-1444,24.99,0,0,0,0,0,-3.75,-12.67,0,0,8.57,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1003,2023-03-07T03:56:56.106+09:00,2023-03-07T05:02:09.907+09:00,4,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-03-04T12:41:24+09:00,17525183891,Transfer,,,"To your account ending in: 349, Bank Transfer ID: 5HEGKI45EE4LL1W",0,,,,,,0,0,0,0,0,0,0,0,0,-6.3,-6.3,Invoiced Orders,0,,0,0,0,0
1004,2023-03-07T03:56:56.106+09:00,2023-03-07T05:02:09.907+09:00,4,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2023-03-04T21:43:02+09:00,17525183891,Order,114-8336086-1291446,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,New York,NY,10019,15.75,0,0,0,0,0,-2.36,-7.33,0,0,6.06,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
1113,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-13T23:45:35+09:00,17042787951,Order,111-1048400-5488210,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,WALDORF,MD,20602-2741,14.69,0,0,0,0,0,0,-7.28,0,0,7.41,Invoiced Orders,0,,0,0,0,0
1114,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,1,2022-12-13T23:45:35+09:00,17042787951,Order,111-1048400-5488210,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,WALDORF,MD,20602-2741,14.69,0,0,0,0,0,0,-7.28,0,0,7.41,Invoiced Orders,0,,0,0,0,0
1115,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,2,2022-12-13T23:45:35+09:00,17042787951,Order,111-1048400-5488210,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,WALDORF,MD,20602-2741,14.69,0,0,0,0,0,0,-7.28,0,0,7.41,Invoiced Orders,0,,0,0,0,0
1116,2023-03-07T05:01:29.419+09:00,2023-03-07T05:02:05.856+09:00,3,5c15d817-5a2c-4d77-bec4-80f5a6460f2e,0,2022-12-14T00:04:47+09:00,17042787951,Order,111-1048400-5488210,FBA-OTG-RAM-JINMD-6CUP,"[OTTOGI] Jin Ramen Mild, KOREAN STYLE INSTANT CUP NOODLE, (65g) -6 Pack",1,amazon.com,Amazon,WALDORF,MD,20602-2741,14.69,0,0,0,0,0,-7.08,-7.28,0,0,0.33,Invoiced Orders,0,MarketplaceFacilitator,0,0,0,0
